MODULO;CODIGOPARAMETRO;DESCRIPCIONPARAMETRO;FUENTE;VALORPORDEFECTO;VALORPORCENTRO;ORGANIZACION;CENTRO;SERVICIO
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;DERMATOLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;DIGESTIVO
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;GIMNASIO HEALTH SPACE
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;GINECOLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;MEDICINA INTERNA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;MED. INTERNA LARGA ESTANCIA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;MED. INTERNA MEDIA ESTANCIA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;NEUMOLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;NEUROFISIOLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;OTORRINOLARINGOLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;CUIDADOS PALIATIVOS
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;REHABILITACIÓN
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;CENTRO PSICOPEDAGÓGICO
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;TRAUMATOLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;UROLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;ALIMENTACIÓN
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;ANESTESIA Y REANIMACIÓN
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;FISIOTERAPIA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;LABORATORIO EXTRACCIONES
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;QUIRÓFANOS
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;RADIODIAGNÓSTICO
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;TRABAJO SOCIAL
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;CENTRO ATENCION A LA DISCAPACIDAD TRIANA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;VIVIENDA CON APOYO
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;RESPIRO FAMILIAR TENERIFE
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;RESPIRO FAMILIAR TRIANA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;RADIOLOGÍA CONCIERTO
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;CARDIOLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;CIRUGIA GENERAL Y DIG.
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;DIGESTIVO
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;GINECOLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;HEMATOLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;NEUMOLOGIA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;OFTALMOLOGIA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;OTORRINOLARINGOLOGIA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;SERVICIO REHABILITACIÓN Y APARATO LOCOMOTOR
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;SERVICIO DE RADIOLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;ANESTESIA Y REANIMACIÓN
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;ALIMENTACION
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;ENFERMERÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;FARMACIA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;FISIOTERAPIA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;FISIOTERAPIA ULM
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;INTERCONSULTA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;LABORATORIOS
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;PRUEBAS EXTERNAS
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;UNIDAD DE DÍA MÉDICO
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;PRUEBAS ESPECIALES LAB (PAAF)
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;PROCEDIMIENTOS MÉDICOS
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;P. ESPECIALES Y C. ENFERMERÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;CONSULTAS DE RADIOLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;ELECTROCARDIO
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;TRAUMATOLOGÍA PROGRAMA PRÓTESIS
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;UROLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;TRABAJO SOCIAL
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA MÁLAGA;C. ASISTENCIAL SAN JUAN DE DIOS;AUXILIAR DE ENLACE
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;FISIOTERAPIA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;MAYORES EXTERNOS SAGASTA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;UROLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;CENTRO DE ATENCION INFANTIL TEMPRANA Y APOYO PSICOPEDAGOGICO INTEGRAL
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;LABORATORIOS
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;ANESTESIA Y REANIMACIÓN
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;ANESTESIA Y REANIMACIÓN
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;ASISTENCIA ANCIANOS UNIDAD DE DÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;CARDIOLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;DIGESTIVO
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;FISIOTERAPIA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;GER FISIOTERAPIA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;GINECOLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;HEMATOLOGIA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;OTORRINOLARINGOLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;PLANIF ATENCION DOMICILIARIA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;PODOLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;TRAUMA. Y CIRG. ORTOPÉDICA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA MÁLAGA;C. ASISTENCIAL SAN JUAN DE DIOS;TERAPIA ELECTROCONVULSIVA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;TRABAJO SOCIAL
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;PODOLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;ASIST. MAYORES SAGASTA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;CONSULTA DE ESPECIALIZADA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;1;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;PSICOLOGÍA
Servicios Intermedios;PA_DISMOR0007;Cita obligatoria por servicio (No permite diferir);TiCares;;0;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;LABORATORIOS
Vacunas;PA_PRCVAC0002;Indica si el centro va a usar la funcionalidad de vacunas o no;TiCares;0;;;;
Emergencias;PA_PASEME0023;Relación entre cte de triaje Toma de FC y su actividad de enfermería;TiCares;C668001;;;;
Emergencias;PA_PASEME0024;Relación entre cte de triaje Control de Sat. O2 y su actividad de enfermería;TiCares;C668005;;;;
Emergencias;PA_PASEME0025;Relación entre cte de triaje Toma de tensión arterial(TAS Y TAD);TiCares;C668003;;;;
Emergencias;PA_PASEME0026;Relación entre cte de triaje Toma de Glucemia y su actividad de enfermería;TiCares;C212001;;;;
Emergencias;PA_PASEME0027;Relación entre cte de triaje Toma de Temp. y su actividad de enfermería;TiCares;C668004;;;;
Emergencias;PA_PASEME0028;Relación entre cte de triaje Toma de FR y su actividad de enfermería;TiCares;C668002;;;;
Emergencias;PA_PASEME0029;Relación entre cte de triaje Cuantificación del dolor y su actividad de enfermería;TiCares;C140001;;;;
Farmacia;PA_DISPHA0027;Lote y fecha de caducidad en la entrega de medicamentos obligatorio;SFERE;false;;;;
Facturación;PA_PASINV0006;Centro del operador logado factura por episodio(value = 0) ó episodio secundario(value = 1);TiCares;1;1;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Facturación;PA_PASINV0008;Longitud de la prefijo secuencial;TiCares;10;;;;
Facturación;PA_PASINV0009;Longitud de la secuencia secuencial;TiCares;10;;;;
Facturación;PA_PASINV0021;Obligatoriedad de la clasificación económica para las entidades financieras;TiCares;false;;;;
Facturación;PA_PASINV0017;El sistema genera factura al admitir una cita de Consultas Externas (o al alta);TiCares;true;true;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Facturación;PA_PASINV0017;El sistema genera factura al admitir una cita de Consultas Externas (o al alta);TiCares;true;true;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Facturación;PA_PASINV0017;El sistema genera factura al admitir una cita de Consultas Externas (o al alta);TiCares;true;false;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Facturación;PA_PASINV0017;El sistema genera factura al admitir una cita de Consultas Externas (o al alta);TiCares;true;false;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Facturación;PA_PASINV0017;El sistema genera factura al admitir una cita de Consultas Externas (o al alta);TiCares;true;false;ÁREA PRUEBAS TELVENT;PRUEBAS TELVENT;
Facturación;PA_PASINV0017;El sistema genera factura al admitir una cita de Consultas Externas (o al alta);TiCares;true;true;ÁREA HOSPITALARIA MADRID;NUESTRA SEÑORA DE LA PAZ;
Facturación;PA_PASINV0017;El sistema genera factura al admitir una cita de Consultas Externas (o al alta);TiCares;true;true;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Facturación;PA_PASINV0017;El sistema genera factura al admitir una cita de Consultas Externas (o al alta);TiCares;true;false;ÁREA HOSPITALARIA MÁLAGA;C. ASISTENCIAL SAN JUAN DE DIOS;
Facturación;PA_PASINV0017;El sistema genera factura al admitir una cita de Consultas Externas (o al alta);TiCares;true;true;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;
Facturación;PA_PASINV0017;El sistema genera factura al admitir una cita de Consultas Externas (o al alta);TiCares;true;true;ÁREA HOSPITALARIA DE GRANADA;RESIDENCIA SAN JUAN DE DIOS;
Facturación;PA_PASINV0017;El sistema genera factura al admitir una cita de Consultas Externas (o al alta);TiCares;true;true;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Facturación;PA_PASINV0017;El sistema genera factura al admitir una cita de Consultas Externas (o al alta);TiCares;true;false;ÁREA HOSPITALARIA MADRID;C. SAN JUAN DE DIOS CIEMPOZUELOS;
Facturación;PA_PASINV0017;El sistema genera factura al admitir una cita de Consultas Externas (o al alta);TiCares;true;true;ÁREA HOSPITALARIA ALCALÁ;CIUDAD. S. JUAN DIOS;
Facturación;PA_PASINV0017;El sistema genera factura al admitir una cita de Consultas Externas (o al alta);TiCares;true;true;ÁREA HOSPITALARIA LAS PALMAS;CSJD LAS PALMAS;
Facturación;PA_PASINV0013;Tipo de impuesto aplicado por centro;TiCares;IVA;;;;
Facturación;PA_PASINV0010;Secuencia de alarma del sistema;TiCares;1000;;;;
Facturación;PA_PASINV0011;Calcular diferencia a pagar por el paciente en mantenimiento de facturas;TiCares;false;;;;
Facturación;PA_PASINV0012;Indicador de si el centro requiere Número de Comprobante Fiscal;TiCares;false;false;ÁREA HOSPITALARIA LAS PALMAS;CSJD LAS PALMAS;
Facturación;PA_PASINV0015;Indicador que permite al centro modificar lineas de factura a clientes privados. Valor 0=No, 1=SI.;TiCares;true;;;;
Facturación;PA_PASINV0016;Porcentaje aplicado al tipo de impuesto asociado al centro (Parámetro PA_PASINV0013);TiCares;0;;;;
Facturación;PA_PASINV0018;Indica si 0 estancias son consideradas como 1 estancia;TiCares;false;;;;
Facturación;PA_PASINV0019;Admite solicitud de tipo de cama. Indica si se visualiza el combo Tipo de Cama solicitado;TiCares;false;;;;
Procesos;PA_COMPRO0004;Utilización de procesos en Altas;TiCares;false;false;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Procesos;PA_COMPRO0004;Utilización de procesos en Altas;TiCares;false;true;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Procesos;PA_COMPRO0004;Utilización de procesos en Altas;TiCares;false;false;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Procesos;PA_COMPRO0004;Utilización de procesos en Altas;TiCares;false;false;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Facturación;PA_PASINV0022;Parámetro que marca si se genera factura para la solicitud de producto intermedio;TiCares;0;false;ÁREA HOSPITALARIA MADRID;C. SAN JUAN DE DIOS CIEMPOZUELOS;
Facturación;PA_PASINV0022;Parámetro que marca si se genera factura para la solicitud de producto intermedio;TiCares;0;false;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Facturación;PA_PASINV0022;Parámetro que marca si se genera factura para la solicitud de producto intermedio;TiCares;0;false;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Facturación;PA_PASINV0022;Parámetro que marca si se genera factura para la solicitud de producto intermedio;TiCares;0;false;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Facturación;PA_PASINV0022;Parámetro que marca si se genera factura para la solicitud de producto intermedio;TiCares;0;false;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Facturación;PA_PASINV0022;Parámetro que marca si se genera factura para la solicitud de producto intermedio;TiCares;0;true;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Facturación;PA_PASINV0022;Parámetro que marca si se genera factura para la solicitud de producto intermedio;TiCares;0;false;ÁREA HOSPITALARIA MÁLAGA;C. ASISTENCIAL SAN JUAN DE DIOS;
Facturación;PA_PASINV0022;Parámetro que marca si se genera factura para la solicitud de producto intermedio;TiCares;0;false;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;
Facturación;PA_PASINV0022;Parámetro que marca si se genera factura para la solicitud de producto intermedio;TiCares;0;false;ÁREA HOSPITALARIA DE GRANADA;RESIDENCIA SAN JUAN DE DIOS;
Facturación;PA_PASINV0022;Parámetro que marca si se genera factura para la solicitud de producto intermedio;TiCares;0;false;ÁREA HOSPITALARIA ALCALÁ;CIUDAD. S. JUAN DIOS;
Facturación;PA_PASINV0022;Parámetro que marca si se genera factura para la solicitud de producto intermedio;TiCares;0;false;ÁREA HOSPITALARIA LAS PALMAS;CSJD LAS PALMAS;
Pacientes;PA_COMCLI0010;Identificador externo por defecto de pacientes;TiCares;NNESP;;;;
Facturación;PA_PASINV0023;Posibilidad de gestionar otros elementos imputables de ep. secundario o acto clinico (valor = true);TiCares;true;;;;
